input   experiment_type   model   filler_type   mean_prob   std_prob    mean_rank
animate-human-targets.tsv	dobject-masking	BETO	dom	0.0	0.0	5.0
animate-human-targets.tsv	dobject-masking	BETO	def	0.062	0.0875	1.8889
animate-human-targets.tsv	dobject-masking	BETO	indef	0.0	0.0	5.0
animate-human-targets.tsv	dobject-masking-unmarked	BETO	dom	0.0647	0.1103	3.6667
animate-human-targets.tsv	dobject-masking-unmarked	BETO	def	0.128	0.1113	1.8889
animate-human-targets.tsv	dobject-masking-unmarked	BETO	indef	0.0	0.0	5.0
affected-targets.tsv	dobject-masking	BETO	dom	0.0	0.0	5.0
affected-targets.tsv	dobject-masking	BETO	def	0.0624	0.0401	0.5625
affected-targets.tsv	dobject-masking	BETO	indef	0.0114	0.0274	4.375
affected-targets.tsv	dobject-masking	BETO	dom	0.0716	0.0371	5.0
affected-targets.tsv	dobject-masking	BETO	def	0.0624	0.0401	0.5625
affected-targets.tsv	dobject-masking	BETO	indef	0.0114	0.0274	4.375
affected-targets.tsv	dobject-masking-unmarked	BETO	dom	0.2323	0.1876	1.25
affected-targets.tsv	dobject-masking-unmarked	BETO	def	0.1863	0.0966	1.3125
affected-targets.tsv	dobject-masking-unmarked	BETO	indef	0.006	0.0234	4.875
affected-targets.tsv	dobject-masking-unmarked	BETO	dom	0.2323	0.1876	1.25
affected-targets.tsv	dobject-masking-unmarked	BETO	def	0.1863	0.0966	1.3125
affected-targets.tsv	dobject-masking-unmarked	BETO	indef	0.006	0.0234	4.875
affected-targets.tsv	dobject-masking-unmarked-mask_det	BETO	dom	0.6852	0.3056	0.375
affected-targets.tsv	dobject-masking-unmarked-mask_det	BETO	def	0.0831	0.1821	1.5
affected-targets.tsv	dobject-masking-unmarked-mask_det	BETO	indef	0.0343	0.0671	3.0
affected-targets.tsv	dobject-masking-dom-mask_det	BETO	dom	0.0	0.0	5.0
affected-targets.tsv	dobject-masking-dom-mask_det	BETO	def	0.111	0.2031	3.0625
affected-targets.tsv	dobject-masking-dom-mask_det	BETO	indef	0.2304	0.2567	0.75
affected-targets.tsv	dobject-masking-dom-mask_noun	BETO	dom	0.0	0.0	5.0
affected-targets.tsv	dobject-masking-dom-mask_noun	BETO	def	0.0	0.0	5.0
affected-targets.tsv	dobject-masking-dom-mask_noun	BETO	indef	0.0	0.0	5.0
